Trade #,Type,Date/Time,Signal,Price USDT,Position size (qty),Position size (value),Net P&L USDT,Net P&L %,Run-up USDT,Run-up %,Drawdown USDT,Drawdown %,Cumulative P&L USD,Cumulative P&L %
929,Entry long,01/10/2023 11:00,Long,21.81,2208.565,48168.80265,4152.1,8.62,6603.61,13.71,-22.09,-0.05,52539.8,52.54
930,Exit long,03/10/2023 20:00,Long Exit,23.63,1047.076,25768.54036,-1026.13,-3.98,20.94,0.08,-1068.02,-4.14,51513.66,51.51
930,Entry long,03/10/2023 14:30,Long,24.61,1047.076,25768.54036,-1026.13,-3.98,20.94,0.08,-1068.02,-4.14,51513.66,51.51
931,Exit short,04/10/2023 11:00,Short Exit,23.75,977.465,22726.06125,-488.73,-2.15,459.41,2.02,-547.38,-2.41,51024.93,51.02
931,Entry short,04/10/2023 03:30,Short,23.25,977.465,22726.06125,-488.73,-2.15,459.41,2.02,-547.38,-2.41,51024.93,51.02
932,Exit short,05/10/2023 02:00,Short Exit,23.61,1185.662,26902.67078,-1090.81,-4.05,130.42,0.48,-1268.66,-4.72,49934.12,49.93
932,Entry short,04/10/2023 17:00,Short,22.69,1185.662,26902.67078,-1090.81,-4.05,130.42,0.48,-1268.66,-4.72,49934.12,49.93
933,Exit short,06/10/2023 08:30,Short Exit,23.34,1369.798,31039.62268,-931.46,-3,109.58,0.35,-1082.14,-3.49,49002.66,49
933,Entry short,05/10/2023 19:30,Short,22.66,1369.798,31039.62268,-931.46,-3,109.58,0.35,-1082.14,-3.49,49002.66,49
934,Exit long,07/10/2023 17:00,Long Exit,23.34,1405.73,33048.7123,-238.97,-0.72,984.01,2.98,-309.26,-0.94,48763.68,48.76
934,Entry long,06/10/2023 17:00,Long,23.51,1405.73,33048.7123,-238.97,-0.72,984.01,2.98,-309.26,-0.94,48763.68,48.76
935,Exit short,08/10/2023 04:30,Short Exit,23.58,1878.689,43435.28968,-864.2,-1.99,75.15,0.17,-976.92,-2.25,47899.48,47.9
935,Entry short,07/10/2023 20:30,Short,23.12,1878.689,43435.28968,-864.2,-1.99,75.15,0.17,-976.92,-2.25,47899.48,47.9
936,Exit short,08/10/2023 17:30,Short Exit,23.45,2062.527,48015.62856,-350.63,-0.73,82.5,0.17,-577.51,-1.2,47548.86,47.55
936,Entry short,08/10/2023 14:30,Short,23.28,2062.527,48015.62856,-350.63,-0.73,82.5,0.17,-577.51,-1.2,47548.86,47.55
937,Exit short,10/10/2023 08:00,Short Exit,22.31,2414.119,55355.74867,1496.75,2.7,3234.92,5.84,-193.13,-0.35,49045.61,49.05
937,Entry short,09/10/2023 08:30,Short,22.93,2414.119,55355.74867,1496.75,2.7,3234.92,5.84,-193.13,-0.35,49045.61,49.05
938,Exit long,10/10/2023 16:30,Long Exit,22.03,2082.457,46605.38766,-728.86,-1.56,104.12,0.22,-937.11,-2.01,48316.75,48.32
938,Entry long,10/10/2023 15:30,Long,22.38,2082.457,46605.38766,-728.86,-1.56,104.12,0.22,-937.11,-2.01,48316.75,48.32
939,Exit short,13/10/2023 12:30,Short Exit,21.49,1870.493,40795.45233,598.56,1.47,1646.03,4.03,-448.92,-1.1,48915.31,48.92
939,Entry short,11/10/2023 19:30,Short,21.81,1870.493,40795.45233,598.56,1.47,1646.03,4.03,-448.92,-1.1,48915.31,48.92
940,Exit long,15/10/2023 02:00,Long Exit,21.89,2694.339,58063.00545,916.08,1.58,2047.7,3.53,-538.87,-0.93,49831.38,49.83
940,Entry long,13/10/2023 13:30,Long,21.55,2694.339,58063.00545,916.08,1.58,2047.7,3.53,-538.87,-0.93,49831.38,49.83
941,Exit short,15/10/2023 22:00,Short Exit,22.08,3708.813,81037.56405,-853.03,-1.05,704.67,0.87,-927.2,-1.14,48978.36,48.98
941,Entry short,15/10/2023 12:30,Short,21.85,3708.813,81037.56405,-853.03,-1.05,704.67,0.87,-927.2,-1.14,48978.36,48.98
942,Exit long,16/10/2023 15:30,Stop Hit,23.37,2854.42,63168.3146,3539.48,5.6,7478.58,11.84,-313.99,-0.5,52517.84,52.52
942,Entry long,16/10/2023 03:00,Long,22.13,2854.42,63168.3146,3539.48,5.6,7478.58,11.84,-313.99,-0.5,52517.84,52.52
943,Exit short,19/10/2023 07:30,Short Exit,23.74,1936.465,45719.93865,-251.74,-0.55,968.23,2.12,-406.66,-0.89,52266.1,52.27
943,Entry short,18/10/2023 19:00,Short,23.61,1936.465,45719.93865,-251.74,-0.55,968.23,2.12,-406.66,-0.89,52266.1,52.27
944,Exit long,22/10/2023 08:30,Long Exit,29.17,1986.862,47525.73904,10431.03,21.95,12696.05,26.71,-99.34,-0.21,62697.12,62.7
944,Entry long,19/10/2023 11:30,Long,23.92,1986.862,47525.73904,10431.03,21.95,12696.05,26.71,-99.34,-0.21,62697.12,62.7
945,Exit long,23/10/2023 14:30,Stop Hit,29.15,904.007,27084.04972,-732.25,-2.7,1265.61,4.67,-750.33,-2.77,61964.88,61.96
945,Entry long,23/10/2023 04:00,Long,29.96,904.007,27084.04972,-732.25,-2.7,1265.61,4.67,-750.33,-2.77,61964.88,61.96
946,Exit long,24/10/2023 17:00,Long Exit,30.89,651.62,21119.0042,-990.46,-4.69,260.65,1.23,-1244.59,-5.89,60974.41,60.97
946,Entry long,24/10/2023 00:00,Long,32.41,651.62,21119.0042,-990.46,-4.69,260.65,1.23,-1244.59,-5.89,60974.41,60.97
947,Exit long,26/10/2023 00:30,Long Exit,32.3,572.779,19216.73545,-715.97,-3.73,171.83,0.89,-962.27,-5.01,60258.44,60.26
947,Entry long,25/10/2023 13:30,Long,33.55,572.779,19216.73545,-715.97,-3.73,171.83,0.89,-962.27,-5.01,60258.44,60.26
948,Exit short,26/10/2023 22:00,Short Exit,32.39,739.647,23461.60284,-495.56,-2.11,732.25,3.12,-628.7,-2.68,59762.88,59.76
948,Entry short,26/10/2023 16:00,Short,31.72,739.647,23461.60284,-495.56,-2.11,732.25,3.12,-628.7,-2.68,59762.88,59.76
949,Exit long,27/10/2023 16:00,Long Exit,32.09,762.317,25110.72198,-647.97,-2.58,137.22,0.55,-716.58,-2.85,59114.91,59.11
949,Entry long,27/10/2023 14:00,Long,32.94,762.317,25110.72198,-647.97,-2.58,137.22,0.55,-716.58,-2.85,59114.91,59.11
950,Exit short,29/10/2023 06:00,Short Exit,32.05,1352.4,42722.316,-622.1,-1.46,432.77,1.01,-689.72,-1.61,58492.81,58.49
950,Entry short,29/10/2023 00:30,Short,31.59,1352.4,42722.316,-622.1,-1.46,432.77,1.01,-689.72,-1.61,58492.81,58.49
951,Exit long,30/10/2023 05:30,Long Exit,32.49,1457.808,47189.24496,174.94,0.37,1195.4,2.53,-189.52,-0.4,58667.74,58.67
951,Entry long,29/10/2023 14:00,Long,32.37,1457.808,47189.24496,174.94,0.37,1195.4,2.53,-189.52,-0.4,58667.74,58.67
952,Exit long,02/11/2023 15:30,Long Exit,41.43,1023.075,34631.08875,7754.91,22.39,13351.13,38.55,-10.23,-0.03,66422.65,66.42
952,Entry long,30/10/2023 09:00,Long,33.85,1023.075,34631.08875,7754.91,22.39,13351.13,38.55,-10.23,-0.03,66422.65,66.42
953,Exit short,03/11/2023 13:00,Short Exit,39.7,342.332,13443.37764,-147.2,-1.09,441.61,3.28,-979.07,-7.28,66275.45,66.28
953,Entry short,02/11/2023 17:30,Short,39.27,342.332,13443.37764,-147.2,-1.09,441.61,3.28,-979.07,-7.28,66275.45,66.28
954,Exit long,05/11/2023 09:00,Long Exit,41.2,571.343,23013.69604,525.64,2.28,1468.35,6.38,-114.27,-0.5,66801.08,66.8
954,Entry long,04/11/2023 02:00,Long,40.28,571.343,23013.69604,525.64,2.28,1468.35,6.38,-114.27,-0.5,66801.08,66.8
955,Exit short,06/11/2023 01:30,Short Exit,41.73,764.386,31118.15406,-779.67,-2.51,466.28,1.5,-802.61,-2.58,66021.41,66.02
955,Entry short,05/11/2023 14:00,Short,40.71,764.386,31118.15406,-779.67,-2.51,466.28,1.5,-802.61,-2.58,66021.41,66.02
956,Exit short,06/11/2023 23:00,Short Exit,41.3,720.472,28998.998,-756.5,-2.61,425.08,1.47,-850.16,-2.93,65264.91,65.26
956,Entry short,06/11/2023 05:00,Short,40.25,720.472,28998.998,-756.5,-2.61,425.08,1.47,-850.16,-2.93,65264.91,65.26
957,Exit long,08/11/2023 15:00,Long Exit,42.77,779.677,32660.66953,686.12,2.1,2253.27,6.9,-1411.22,-4.32,65951.03,65.95
957,Entry long,06/11/2023 23:30,Long,41.89,779.677,32660.66953,686.12,2.1,2253.27,6.9,-1411.22,-4.32,65951.03,65.95
958,Exit long,09/11/2023 16:30,Stop Hit,44.81,751.432,33032.95072,638.72,1.93,3697.05,11.19,-1953.72,-5.91,66589.74,66.59
958,Entry long,09/11/2023 03:00,Long,43.96,751.432,33032.95072,638.72,1.93,3697.05,11.19,-1953.72,-5.91,66589.74,66.59
959,Exit short,10/11/2023 03:30,Stop Hit,47.46,336.219,15065.97339,-890.98,-5.91,608.56,4.04,-938.05,-6.23,65698.77,65.7
959,Entry short,09/11/2023 16:30,Short,44.81,336.219,15065.97339,-890.98,-5.91,608.56,4.04,-938.05,-6.23,65698.77,65.7
960,Exit long,12/11/2023 00:00,Stop Hit,56.36,343.785,16872.9678,2502.76,14.83,5112.08,30.3,-192.52,-1.14,68201.52,68.2
960,Entry long,10/11/2023 10:00,Long,49.08,343.785,16872.9678,2502.76,14.83,5112.08,30.3,-192.52,-1.14,68201.52,68.2
961,Exit short,14/11/2023 07:30,Short Exit,55.2,254.773,14267.288,203.82,1.43,1243.29,8.71,-229.3,-1.61,68405.34,68.41
961,Entry short,13/11/2023 15:00,Short,56,254.773,14267.288,203.82,1.43,1243.29,8.71,-229.3,-1.61,68405.34,68.41
962,Exit long,16/11/2023 09:30,Long Exit,64.86,303.853,17817.93992,1889.97,10.61,2904.83,16.3,-276.51,-1.55,70295.3,70.3
962,Entry long,15/11/2023 06:00,Long,58.64,303.853,17817.93992,1889.97,10.61,2904.83,16.3,-276.51,-1.55,70295.3,70.3
963,Exit short,18/11/2023 15:30,Short Exit,58.03,267.177,16460.77497,956.49,5.81,2006.5,12.19,-341.99,-2.08,71251.8,71.25
963,Entry short,16/11/2023 16:00,Short,61.61,267.177,16460.77497,956.49,5.81,2006.5,12.19,-341.99,-2.08,71251.8,71.25
964,Exit long,20/11/2023 05:30,Long Exit,59.57,463.556,27966.33348,-352.3,-1.26,820.49,2.93,-579.45,-2.07,70899.49,70.9
964,Entry long,19/11/2023 07:00,Long,60.33,463.556,27966.33348,-352.3,-1.26,820.49,2.93,-579.45,-2.07,70899.49,70.9
965,Exit short,22/11/2023 13:30,Short Exit,54.59,469.769,27890.18553,2245.5,8.05,3823.92,13.71,-375.82,-1.35,73144.99,73.14
965,Entry short,20/11/2023 14:30,Short,59.37,469.769,27890.18553,2245.5,8.05,3823.92,13.71,-375.82,-1.35,73144.99,73.14
966,Exit long,23/11/2023 15:00,Long Exit,57.43,446.162,25154.61356,468.47,1.86,1450.03,5.76,-182.93,-0.73,73613.46,73.61
966,Entry long,22/11/2023 18:30,Long,56.38,446.162,25154.61356,468.47,1.86,1450.03,5.76,-182.93,-0.73,73613.46,73.61
967,Exit short,25/11/2023 02:00,Stop Hit,58.79,678.832,38347.21968,-1561.31,-4.07,33.94,0.09,-1703.87,-4.44,72052.15,72.05
967,Entry short,25/11/2023 00:30,Short,56.49,678.832,38347.21968,-1561.31,-4.07,33.94,0.09,-1703.87,-4.44,72052.15,72.05
968,Exit long,26/11/2023 02:00,Long Exit,58.08,603.279,35466.77241,-428.33,-1.21,621.38,1.75,-880.79,-2.48,71623.82,71.62
968,Entry long,25/11/2023 02:00,Long,58.79,603.279,35466.77241,-428.33,-1.21,621.38,1.75,-880.79,-2.48,71623.82,71.62
969,Exit short,26/11/2023 21:00,Short Exit,57.92,930.128,53082.40496,-790.61,-1.49,883.62,1.66,-1506.81,-2.84,70833.21,70.83
969,Entry short,26/11/2023 14:30,Short,57.07,930.128,53082.40496,-790.61,-1.49,883.62,1.66,-1506.81,-2.84,70833.21,70.83
970,Exit short,28/11/2023 00:30,Short Exit,55.1,687.684,38386.52088,495.13,1.29,1616.06,4.21,-323.21,-0.84,71328.34,71.33
970,Entry short,27/11/2023 07:30,Short,55.82,687.684,38386.52088,495.13,1.29,1616.06,4.21,-323.21,-0.84,71328.34,71.33
971,Exit long,29/11/2023 21:30,Long Exit,58.9,665.713,37406.41347,1804.08,4.82,3721.34,9.95,-519.26,-1.39,73132.42,73.13
971,Entry long,28/11/2023 12:00,Long,56.19,665.713,37406.41347,1804.08,4.82,3721.34,9.95,-519.26,-1.39,73132.42,73.13
972,Exit long,01/12/2023 14:30,Long Exit,60.35,673.182,41528.59758,-902.06,-2.17,141.37,0.34,-1077.09,-2.59,72230.36,72.23
972,Entry long,01/12/2023 10:00,Long,61.69,673.182,41528.59758,-902.06,-2.17,141.37,0.34,-1077.09,-2.59,72230.36,72.23
973,Exit long,03/12/2023 13:00,Stop Hit,62.61,763.171,47324.23371,457.9,0.97,2686.36,5.68,-534.22,-1.13,72688.27,72.69
973,Entry long,02/12/2023 07:00,Long,62.01,763.171,47324.23371,457.9,0.97,2686.36,5.68,-534.22,-1.13,72688.27,72.69
974,Exit long,04/12/2023 11:30,Stop Hit,61.27,600.642,38933.61444,-2132.28,-5.48,144.15,0.37,-3045.25,-7.82,70555.98,70.56
974,Entry long,04/12/2023 06:00,Long,64.82,600.642,38933.61444,-2132.28,-5.48,144.15,0.37,-3045.25,-7.82,70555.98,70.56
975,Exit short,05/12/2023 01:00,Short Exit,62.02,461.132,28253.55764,-345.85,-1.22,613.31,2.17,-461.13,-1.63,70210.13,70.21
975,Entry short,04/12/2023 11:30,Short,61.27,461.132,28253.55764,-345.85,-1.22,613.31,2.17,-461.13,-1.63,70210.13,70.21
976,Exit short,05/12/2023 14:30,Short Exit,60.7,486.553,29266.16295,-267.6,-0.91,506.02,1.73,-287.07,-0.98,69942.53,69.94
976,Entry short,05/12/2023 02:30,Short,60.15,486.553,29266.16295,-267.6,-0.91,506.02,1.73,-287.07,-0.98,69942.53,69.94
977,Exit long,07/12/2023 00:00,Stop Hit,61.85,512.558,31722.21462,-20.5,-0.06,2455.15,7.74,-861.1,-2.71,69922.03,69.92
977,Entry long,05/12/2023 18:30,Long,61.89,512.558,31722.21462,-20.5,-0.06,2455.15,7.74,-861.1,-2.71,69922.03,69.92
978,Exit long,09/12/2023 17:30,Long Exit,73.63,413.908,27239.28548,3236.76,11.88,4954.48,18.19,-542.22,-1.99,73158.79,73.16
978,Entry long,07/12/2023 16:00,Long,65.81,413.908,27239.28548,3236.76,11.88,4954.48,18.19,-542.22,-1.99,73158.79,73.16
979,Exit short,10/12/2023 15:30,Short Exit,74,361.471,26137.96801,-610.89,-2.34,592.81,2.27,-842.23,-3.22,72547.91,72.55
979,Entry short,10/12/2023 00:00,Short,72.31,361.471,26137.96801,-610.89,-2.34,592.81,2.27,-842.23,-3.22,72547.91,72.55
980,Exit long,11/12/2023 02:30,Stop Hit,70.09,442.496,33134.10048,-2119.56,-6.4,53.1,0.16,-4734.71,-14.29,70428.35,70.43
980,Entry long,11/12/2023 00:00,Long,74.88,442.496,33134.10048,-2119.56,-6.4,53.1,0.16,-4734.71,-14.29,70428.35,70.43
981,Exit short,11/12/2023 17:00,Short Exit,70.35,283.032,19837.71288,-73.59,-0.37,897.21,4.52,-602.86,-3.04,70354.76,70.35
981,Entry short,11/12/2023 02:30,Short,70.09,283.032,19837.71288,-73.59,-0.37,897.21,4.52,-602.86,-3.04,70354.76,70.35
982,Exit short,13/12/2023 14:00,Short Exit,67.07,347.956,23233.02212,-104.39,-0.45,1078.66,4.64,-807.26,-3.47,70250.38,70.25
982,Entry short,12/12/2023 17:30,Short,66.77,347.956,23233.02212,-104.39,-0.45,1078.66,4.64,-807.26,-3.47,70250.38,70.25
983,Exit long,14/12/2023 14:00,Stop Hit,72.24,379.513,26698.73955,717.28,2.69,1335.89,5,-823.54,-3.08,70967.65,70.97
983,Entry long,13/12/2023 20:00,Long,70.35,379.513,26698.73955,717.28,2.69,1335.89,5,-823.54,-3.08,70967.65,70.97
984,Exit long,15/12/2023 16:30,Long Exit,75.52,302.845,22150.0833,720.77,3.25,1926.09,8.7,-148.39,-0.67,71688.42,71.69
984,Entry long,14/12/2023 16:30,Long,73.14,302.845,22150.0833,720.77,3.25,1926.09,8.7,-148.39,-0.67,71688.42,71.69
985,Exit short,16/12/2023 12:00,Short Exit,75.14,295.432,21421.77432,-776.99,-3.63,392.92,1.83,-779.94,-3.64,70911.44,70.91
985,Entry short,16/12/2023 00:00,Short,72.51,295.432,21421.77432,-776.99,-3.63,392.92,1.83,-779.94,-3.64,70911.44,70.91
986,Exit short,17/12/2023 17:30,Short Exit,74.18,441.891,32196.17826,-583.3,-1.81,649.58,2.02,-790.98,-2.46,70328.14,70.33
986,Entry short,17/12/2023 06:00,Short,72.86,441.891,32196.17826,-583.3,-1.81,649.58,2.02,-790.98,-2.46,70328.14,70.33
987,Exit short,18/12/2023 14:00,Short Exit,70.54,415.712,29453.1952,128.87,0.44,1600.49,5.43,-465.6,-1.58,70457.01,70.46
987,Entry short,18/12/2023 00:00,Short,70.85,415.712,29453.1952,128.87,0.44,1600.49,5.43,-465.6,-1.58,70457.01,70.46
988,Exit long,19/12/2023 13:00,Long Exit,74.51,348.775,26130.223,-143,-0.55,505.72,1.94,-380.16,-1.45,70314.02,70.31
988,Entry long,18/12/2023 22:00,Long,74.92,348.775,26130.223,-143,-0.55,505.72,1.94,-380.16,-1.45,70314.02,70.31
989,Exit long,22/12/2023 09:30,Stop Hit,90.8,397.766,30214.30536,5902.85,19.54,9363.41,30.99,-3.98,-0.01,76216.86,76.22
989,Entry long,20/12/2023 08:30,Long,75.96,397.766,30214.30536,5902.85,19.54,9363.41,30.99,-3.98,-0.01,76216.86,76.22
990,Exit long,25/12/2023 01:00,Long Exit,109.21,321.431,31574.16713,3529.31,11.18,6386.83,20.23,-151.07,-0.48,79746.17,79.75
990,Entry long,23/12/2023 18:00,Long,98.23,321.431,31574.16713,3529.31,11.18,6386.83,20.23,-151.07,-0.48,79746.17,79.75
991,Exit long,26/12/2023 06:00,Stop Hit,114.88,189.025,22510.98725,-795.8,-3.54,1374.21,6.1,-1037.75,-4.61,78950.38,78.95
991,Entry long,25/12/2023 15:00,Long,119.09,189.025,22510.98725,-795.8,-3.54,1374.21,6.1,-1037.75,-4.61,78950.38,78.95
992,Exit short,27/12/2023 09:00,Short Exit,112.74,161.78,18098.3286,-140.75,-0.78,1582.21,8.74,-284.73,-1.57,78809.63,78.81
992,Entry short,26/12/2023 16:30,Short,111.87,161.78,18098.3286,-140.75,-0.78,1582.21,8.74,-284.73,-1.57,78809.63,78.81
993,Exit short,29/12/2023 02:00,Short Exit,102.77,178.077,18714.11193,413.14,2.21,1415.71,7.56,-242.18,-1.29,79222.77,79.22
993,Entry short,28/12/2023 02:00,Short,105.09,178.077,18714.11193,413.14,2.21,1415.71,7.56,-242.18,-1.29,79222.77,79.22
994,Exit long,29/12/2023 17:00,Long Exit,103.8,196.011,20841.84963,-495.91,-2.38,719.36,3.45,-554.71,-2.66,78726.86,78.73
994,Entry long,29/12/2023 06:00,Long,106.33,196.011,20841.84963,-495.91,-2.38,719.36,3.45,-554.71,-2.66,78726.86,78.73
995,Exit short,31/12/2023 08:00,Short Exit,103.98,250.429,25533.74084,-505.87,-1.98,606.04,2.37,-753.79,-2.95,78220.99,78.22
995,Entry short,30/12/2023 08:30,Short,101.96,250.429,25533.74084,-505.87,-1.98,606.04,2.37,-753.79,-2.95,78220.99,78.22
996,Exit long,31/12/2023 23:00,Long Exit,100.53,334.045,34887.6598,-1306.12,-3.74,257.21,0.74,-1483.16,-4.25,76914.88,76.91
996,Entry long,31/12/2023 10:00,Long,104.44,334.045,34887.6598,-1306.12,-3.74,257.21,0.74,-1483.16,-4.25,76914.88,76.91
997,Exit long,02/01/2024 15:00,Stop Hit,110.01,322.451,33779.96676,1692.87,5.01,3930.68,11.64,-196.7,-0.58,78607.74,78.61
997,Entry long,01/01/2024 13:00,Long,104.76,322.451,33779.96676,1692.87,5.01,3930.68,11.64,-196.7,-0.58,78607.74,78.61
998,Exit short,03/01/2024 06:30,Short Exit,109.48,256.549,27378.90928,-708.08,-2.59,61.57,0.22,-787.61,-2.88,77899.67,77.9
998,Entry short,03/01/2024 00:00,Short,106.72,256.549,27378.90928,-708.08,-2.59,61.57,0.22,-787.61,-2.88,77899.67,77.9
999,Exit short,04/01/2024 15:00,Short Exit,102.29,255.567,26696.52882,554.58,2.08,4973.33,18.63,-263.23,-0.99,78454.25,78.45
999,Entry short,03/01/2024 11:30,Short,104.46,255.567,26696.52882,554.58,2.08,4973.33,18.63,-263.23,-0.99,78454.25,78.45
1000,Exit long,05/01/2024 02:00,Stop Hit,101.02,220.907,22899.21962,-583.19,-2.55,991.87,4.33,-1139.88,-4.98,77871.05,77.87
1000,Entry long,04/01/2024 16:00,Long,103.66,220.907,22899.21962,-583.19,-2.55,991.87,4.33,-1139.88,-4.98,77871.05,77.87
1001,Exit short,06/01/2024 18:00,Short Exit,96.79,229.3,22347.578,153.63,0.69,1359.75,6.08,-690.19,-3.09,78024.69,78.02
1001,Entry short,05/01/2024 15:00,Short,97.46,229.3,22347.578,153.63,0.69,1359.75,6.08,-690.19,-3.09,78024.69,78.02
1002,Exit short,07/01/2024 13:30,Short Exit,96.17,268.977,24842.71572,-1024.8,-4.13,24.21,0.1,-1078.6,-4.34,76999.88,77
1002,Entry short,07/01/2024 03:00,Short,92.36,268.977,24842.71572,-1024.8,-4.13,24.21,0.1,-1078.6,-4.34,76999.88,77
1003,Exit short,08/01/2024 12:00,Short Exit,92.23,295.466,26754.4463,-496.38,-1.86,1592.56,5.95,-499.34,-1.87,76503.5,76.5
1003,Entry short,07/01/2024 22:30,Short,90.55,295.466,26754.4463,-496.38,-1.86,1592.56,5.95,-499.34,-1.87,76503.5,76.5
1004,Exit long,09/01/2024 13:00,Long Exit,98.49,237.158,22916.57754,441.11,1.92,1736,7.58,-327.28,-1.43,76944.62,76.94
1004,Entry long,08/01/2024 18:00,Long,96.63,237.158,22916.57754,441.11,1.92,1736,7.58,-327.28,-1.43,76944.62,76.94
1005,Exit long,09/01/2024 22:00,Long Exit,96.25,176.165,17376.9156,-421.03,-2.42,269.53,1.55,-553.16,-3.18,76523.58,76.52
1005,Entry long,09/01/2024 21:30,Long,98.64,176.165,17376.9156,-421.03,-2.42,269.53,1.55,-553.16,-3.18,76523.58,76.52
1006,Exit short,10/01/2024 21:30,Short Exit,97.57,236.468,22551.95316,-520.23,-2.31,872.57,3.87,-766.16,-3.4,76003.35,76
1006,Entry short,10/01/2024 12:30,Short,95.37,236.468,22551.95316,-520.23,-2.31,872.57,3.87,-766.16,-3.4,76003.35,76
1007,Exit long,11/01/2024 17:00,Long Exit,99.36,161.643,16621.74969,-560.9,-3.37,725.78,4.37,-834.08,-5.02,75442.45,75.44
1007,Entry long,10/01/2024 23:30,Long,102.83,161.643,16621.74969,-560.9,-3.37,725.78,4.37,-834.08,-5.02,75442.45,75.44
1008,Exit short,13/01/2024 16:00,Short Exit,92.9,274.091,26729.35432,1266.3,4.74,2883.44,10.79,-386.47,-1.45,76708.75,76.71
1008,Entry short,12/01/2024 13:00,Short,97.52,274.091,26729.35432,1266.3,4.74,2883.44,10.79,-386.47,-1.45,76708.75,76.71
1009,Exit long,14/01/2024 20:00,Long Exit,96.14,322.396,31166.02132,-170.87,-0.55,1998.86,6.41,-757.63,-2.43,76537.88,76.54
1009,Entry long,13/01/2024 21:00,Long,96.67,322.396,31166.02132,-170.87,-0.55,1998.86,6.41,-757.63,-2.43,76537.88,76.54
1010,Exit short,15/01/2024 18:30,Short Exit,96.34,251.642,23606.53602,-636.65,-2.7,211.38,0.9,-792.67,-3.36,75901.23,75.9
1010,Entry short,15/01/2024 00:00,Short,93.81,251.642,23606.53602,-636.65,-2.7,211.38,0.9,-792.67,-3.36,75901.23,75.9
1011,Exit long,16/01/2024 15:00,Long Exit,96.06,411.922,40257.13706,-687.91,-1.71,230.68,0.57,-1470.56,-3.65,75213.32,75.21
1011,Entry long,16/01/2024 08:00,Long,97.73,411.922,40257.13706,-687.91,-1.71,230.68,0.57,-1470.56,-3.65,75213.32,75.21
1012,Exit long,17/01/2024 08:30,Long Exit,97.58,420.377,41348.28172,-327.89,-0.79,1147.63,2.78,-781.9,-1.89,74885.42,74.89
1012,Entry long,16/01/2024 22:00,Long,98.36,420.377,41348.28172,-327.89,-0.79,1147.63,2.78,-781.9,-1.89,74885.42,74.89
1013,Exit long,18/01/2024 07:30,Long Exit,100.42,335.896,34234.52032,-503.84,-1.47,560.95,1.64,-1568.63,-4.58,74381.58,74.38
1013,Entry long,17/01/2024 11:00,Long,101.92,335.896,34234.52032,-503.84,-1.47,560.95,1.64,-1568.63,-4.58,74381.58,74.38
1014,Exit short,19/01/2024 07:00,Short Exit,95.05,355.606,34547.1229,746.77,2.16,2041.18,5.91,-60.45,-0.17,75128.35,75.13
1014,Entry short,18/01/2024 16:30,Short,97.15,355.606,34547.1229,746.77,2.16,2041.18,5.91,-60.45,-0.17,75128.35,75.13
1015,Exit short,19/01/2024 20:00,Stop Hit,94.12,353.415,32160.765,-1102.65,-3.43,1399.52,4.35,-1318.24,-4.1,74025.7,74.03
1015,Entry short,19/01/2024 15:30,Short,91,353.415,32160.765,-1102.65,-3.43,1399.52,4.35,-1318.24,-4.1,74025.7,74.03
1016,Exit long,21/01/2024 17:00,Long Exit,92.34,594.722,55796.81804,-880.19,-1.58,0,0,-1278.65,-2.29,73145.51,73.15
1016,Entry long,21/01/2024 10:30,Long,93.82,594.722,55796.81804,-880.19,-1.58,0,0,-1278.65,-2.29,73145.51,73.15
1017,Exit short,23/01/2024 23:30,Short Exit,84.03,596.329,54558.14021,4448.61,8.15,7448.15,13.65,-244.49,-0.45,77594.13,77.59
1017,Entry short,21/01/2024 23:00,Short,91.49,596.329,54558.14021,4448.61,8.15,7448.15,13.65,-244.49,-0.45,77594.13,77.59
1018,Exit long,25/01/2024 10:30,Long Exit,87.09,326.811,28256.07906,205.89,0.73,1039.26,3.68,-398.71,-1.41,77800.02,77.8
1018,Entry long,24/01/2024 07:30,Long,86.46,326.811,28256.07906,205.89,0.73,1039.26,3.68,-398.71,-1.41,77800.02,77.8
1019,Exit short,26/01/2024 03:30,Short Exit,87.81,363.152,31147.54704,-740.83,-2.38,21.79,0.07,-918.77,-2.95,77059.19,77.06
1019,Entry short,25/01/2024 17:30,Short,85.77,363.152,31147.54704,-740.83,-2.38,21.79,0.07,-918.77,-2.95,77059.19,77.06
1020,Exit long,27/01/2024 06:00,Long Exit,91.59,388.089,35137.57806,407.49,1.16,1257.41,3.58,-163,-0.46,77466.68,77.47
1020,Entry long,26/01/2024 11:00,Long,90.54,388.089,35137.57806,407.49,1.16,1257.41,3.58,-163,-0.46,77466.68,77.47
1021,Exit long,28/01/2024 18:30,Long Exit,95.46,629.908,59179.8566,951.16,1.61,3458.19,5.84,-403.14,-0.68,78417.84,78.42
1021,Entry long,27/01/2024 23:30,Long,93.95,629.908,59179.8566,951.16,1.61,3458.19,5.84,-403.14,-0.68,78417.84,78.42
1022,Exit long,30/01/2024 23:30,Long Exit,102.28,329.548,32925.14068,781.03,2.37,2168.43,6.59,-309.78,-0.94,79198.87,79.2
1022,Entry long,29/01/2024 16:00,Long,99.91,329.548,32925.14068,781.03,2.37,2168.43,6.59,-309.78,-0.94,79198.87,79.2
1023,Exit short,31/01/2024 16:30,Short Exit,101.59,302.98,30410.1026,-369.64,-1.22,918.03,3.02,-618.08,-2.03,78829.23,78.83
